x,y,z,s,layer_index,turn_index,B_at_600A_T,angle_at_600A_deg,quench_current_A,status
0.002954349540346902,0.06829565045965309,0.0011666666666666665,0.0329543495403469,2,477,12.115080073303753,73.34745092748659,542.5297782442839,ok
0.003805446782428369,0.06556955321757163,0.0011666666666666665,0.03380544678242837,2,477,11.646465852178109,68.52588447040341,506.3902407728581,ok
0.0043173981613876325,0.06693260183861235,0.0018333333333333333,0.03431739816138763,2,477,11.58868045093319,76.82629711479736,590.8525371104965,ok
0.0070902864347236905,0.059935546091761896,0.0016666666666666666,0.03709028643472369,2,477,4.703598043580748,24.285494165187814,586.0735991766229,ok
0.008945981886802748,0.060852683014068674,0.004999999999999999,0.03894598188680275,1,381,1.8254365093305212,46.685261565407195,,never_quenched
0.0028588326109828966,0.06073548117736977,-0.00033333333333333343,0.032858832610982894,3,477,6.2218135578282014,13.404459597473984,526.4993412116575,ok
0.0014957839899421663,0.056473529798410506,-0.001,0.03149578398994216,3,477,8.884996533603962,20.249620806975518,456.17057102046107,ok
0.0029967786376032075,0.05366307262894467,-0.00033333333333333343,0.032996778637603204,3,477,10.82756166634895,43.35640220354959,433.62544787413924,ok
0.0014976519446698163,0.058434492297958676,-0.0016666666666666668,0.031497651944669816,3,477,8.804038852603622,20.07183977378571,457.89361788924367,ok
0.002860700565710549,0.06082144367691794,-0.0023333333333333335,0.03286070056571055,3,477,8.754604813081757,9.325254640627296,458.90122374034684,ok
0.0029953038893396327,0.05749398459591733,-0.002666666666666667,0.03299530388933963,3,477,10.28115975436946,18.349770697617156,430.34873804881295,ok
0.0009374999999999967,0.065703125,-0.005333333333333334,0.030937499999999996,4,2,10.124163731160538,30.321375959795223,435.7943443513949,ok
0.0009374999999999967,0.06289062499999998,-0.006333333333333334,0.030937499999999996,4,2,14.421560984892821,16.50853654177512,407.622196581804,ok
0.002300548621040727,0.06199632637895927,-0.005333333333333334,0.032300548621040724,4,2,14.97984695394386,13.107281374192295,408.04928968111034,ok
0.012017513656436583,0.054251393913902886,0.011666666666666665,0.04201751365643658,0,381,10.166803009023948,147.1986357825531,426.1209415706214,ok
0.010177447464592412,0.051357934584076594,0.011,0.04017744746459241,0,381,13.904118680256358,136.06944457386427,415.0889408520554,ok
0.010807625045543865,0.05743115153496334,0.011,0.04080762504554386,0,381,6.0711929657073895,161.65994685404516,522.1265191271182,ok
0.013990215237231908,0.053021896390691096,0.010666666666666666,0.04399021523723191,0,381,10.20503148211128,148.8433304040064,424.8838455468326,ok
0.001954561306695926,0.04644228496802357,0.009333333333333332,0.031954561306695925,0,381,14.971373754532795,107.92467755461836,527.1714272441117,ok
0.009515956138553244,0.05236959758144367,0.008,0.03951595613855324,1,381,9.737135812285647,109.00751279985457,514.9558895856333,ok
0.010364450352948733,0.05616604083051614,0.009,0.040364450352948736,0,381,7.193555021312081,156.42635900048424,489.3277643084799,ok
0.007934352450480613,0.06580604606208787,0.004999999999999999,0.037934352450480616,1,381,8.031712321905879,84.77340198908287,,never_quenched
0.010039784401470317,0.04877050247678818,0.013000000000000001,0.04003978440147032,0,381,13.85714965541529,132.80968164771,421.6710250310361,ok
0.01215014904538774,0.050128437060864804,0.013333333333333336,0.04215014904538774,0,381,15.801282420009507,142.19129448112983,404.5342242547574,ok
0.012668254819226463,0.05729155631268736,0.006666666666666667,0.04266825481922646,1,381,2.9152952614642182,104.42369332428103,,never_quenched
0.011791455339985492,0.05065505431420161,0.009333333333333332,0.04179145533998549,0,381,11.469939771438803,112.00492098463398,494.68449702495326,ok
0.010177447464592412,0.051357934584076594,0.011666666666666665,0.04017744746459241,0,381,12.115831947225159,127.24366633935024,434.0931239688485,ok
